[10:58:32 8/1/2026] ACCESS | IP=127.0.0.1 | GET / 
[11:00:34 8/1/2026] ACCESS | IP=127.0.0.1 | GET /videoshort/day%206-11-2025%20at%2014_40_52%20Evernight.mp4 
[11:00:35 8/1/2026] ACCESS | IP=127.0.0.1 | GET /.well-known/appspecific/com.chrome.devtools.json 
[11:00:35 8/1/2026] ACCESS | IP=127.0.0.1 | GET /style.css 
[11:00:35 8/1/2026] ACCESS | IP=127.0.0.1 | GET /clientdata/Listphotos/day%205-12-2025%20at%2014_55_49%20nghi%C3%A8nifai.jpeg 
[11:00:35 8/1/2026] ACCESS | IP=127.0.0.1 | GET /script.js 
[11:00:35 8/1/2026] ACCESS | IP=127.0.0.1 | GET /scriptB.js 
[11:00:35 8/1/2026] ACCESS | IP=127.0.0.1 | GET /pentals.js 
[11:00:35 8/1/2026] ACCESS | IP=127.0.0.1 | GET /dataesp 
[11:00:35 8/1/2026] ACCESS | IP=127.0.0.1 | GET /songlist 
[11:00:35 8/1/2026] ACCESS | IP=127.0.0.1 | GET /clientdata/ListMP3/Star%20Odyssey.mp3 
[11:00:35 8/1/2026] ACCESS | IP=127.0.0.1 | GET /video-short 
[11:00:35 8/1/2026] ACCESS | IP=127.0.0.1 | GET /videoshort/clombinawappaper.mp4 
[11:00:35 8/1/2026] ACCESS | IP=127.0.0.1 | GET /clientdata/a%20simple,%20modern%20mus%20(1).ico 
[11:00:42 8/1/2026] ACCESS | IP=127.0.0.1 | GET / 
[11:00:42 8/1/2026] ACCESS | IP=127.0.0.1 | GET /style.css 
[11:00:42 8/1/2026] ACCESS | IP=127.0.0.1 | GET /script.js 
[11:00:42 8/1/2026] ACCESS | IP=127.0.0.1 | GET /clientdata/Listphotos/day%205-12-2025%20at%2014_55_49%20nghi%C3%A8nifai.jpeg 
[11:00:42 8/1/2026] ACCESS | IP=127.0.0.1 | GET /scriptB.js 
[11:00:42 8/1/2026] ACCESS | IP=127.0.0.1 | GET /pentals.js 
[11:00:42 8/1/2026] ACCESS | IP=127.0.0.1 | GET /clientdata/ListVideo/colombina.mp4 
[11:00:42 8/1/2026] ACCESS | IP=127.0.0.1 | GET /dataesp 
[11:00:42 8/1/2026] ACCESS | IP=127.0.0.1 | GET /songlist 
[11:00:42 8/1/2026] ACCESS | IP=127.0.0.1 | GET /video-short 
[11:00:42 8/1/2026] ACCESS | IP=127.0.0.1 | GET /clientdata/ListMP3/feliznavidaremix.mp3 
[11:00:42 8/1/2026] ACCESS | IP=127.0.0.1 | GET /videoshort/day%206-11-2025%20at%2015_20_41%20NNCA%20ban%20nhat.mp4 
[11:00:43 8/1/2026] ACCESS | IP=127.0.0.1 | GET /style.css 
[11:00:43 8/1/2026] ACCESS | IP=127.0.0.1 | GET /.well-known/appspecific/com.chrome.devtools.json 
[11:01:08 8/1/2026] ACCESS | IP=127.0.0.1 | GET /clientdata/ListMP3/feliznavidaremix.mp3 
[11:01:08 8/1/2026] ACCESS | IP=127.0.0.1 | GET /clientdata/a%20simple,%20modern%20mus%20(1).ico 
[11:01:10 8/1/2026] ACCESS | IP=127.0.0.1 | GET /clientdata/ListMP3/La%20Casa%20de%20Papel%20%20My%20Life%20Is%20Going%20On.mp3 
[11:01:28 8/1/2026] ACCESS | IP=127.0.0.1 | GET /videoshort/day%206-11-2025%20at%2015_20_41%20NNCA%20ban%20nhat.mp4 
[11:16:23 8/1/2026] ACCESS | IP=1.52.155.0 | GET /favicon.ico 
[11:16:27 8/1/2026] ACCESS | IP=1.52.155.0 | GET / 
[11:16:27 8/1/2026] ACCESS | IP=1.52.155.0 | GET /clientdata/Listphotos/day%205-12-2025%20at%2014_55_49%20nghi%C3%A8nifai.jpeg 
[11:16:28 8/1/2026] ACCESS | IP=1.52.155.0 | GET /clientdata/ListVideo/colombina.mp4 
[11:16:28 8/1/2026] ACCESS | IP=1.52.155.0 | GET /style.css 
[11:16:28 8/1/2026] ACCESS | IP=1.52.155.0 | GET /pentals.js 
[11:16:28 8/1/2026] ACCESS | IP=1.52.155.0 | GET /scriptB.js 
[11:16:28 8/1/2026] ACCESS | IP=1.52.155.0 | GET /script.js 
[11:16:29 8/1/2026] ACCESS | IP=1.52.155.0 | GET /clientdata/a%20simple,%20modern%20mus%20(1).ico 
[11:16:29 8/1/2026] ACCESS | IP=1.52.155.0 | GET /dataesp 
[11:16:29 8/1/2026] ACCESS | IP=1.52.155.0 | GET /songlist 
[11:16:29 8/1/2026] ACCESS | IP=1.52.155.0 | GET /video-short 
[11:16:29 8/1/2026] ACCESS | IP=1.52.155.0 | GET /clientdata/ListMP3/cyrene_song.mp3 
[11:16:29 8/1/2026] ACCESS | IP=1.52.155.0 | GET /videoshort/day%2011-11-2025%20at%2023_35_6%20CamtayanhNhatbon.mp4 
[11:21:33 8/1/2026] ACCESS | IP=1.52.155.0 | GET /favicon.ico 
[11:21:34 8/1/2026] ACCESS | IP=1.52.155.0 | GET / 
[11:21:35 8/1/2026] ACCESS | IP=1.52.155.0 | GET /clientdata/ListVideo/waittotap.mp4 
[11:21:35 8/1/2026] ACCESS | IP=1.52.155.0 | GET /clientdata/ListVideo/waittotap.mp4 
[11:21:35 8/1/2026] ACCESS | IP=1.52.155.0 | GET /login_animation.css 
[11:21:35 8/1/2026] ACCESS | IP=1.52.155.0 | GET /clientdata/ListVideo/clicked.mp4 
[11:21:35 8/1/2026] ACCESS | IP=1.52.155.0 | GET /clientdata/ListAudio/waittotap100.mp3 
[11:21:35 8/1/2026] ACCESS | IP=1.52.155.0 | GET /clientdata/ListVideo/loginvideo.mp4 
[11:21:35 8/1/2026] ACCESS | IP=1.52.155.0 | GET /login_animation.js 
[11:21:36 8/1/2026] ACCESS | IP=1.52.155.0 | GET /clientdata/ListVideo/waittotap.mp4 
[11:21:36 8/1/2026] ACCESS | IP=1.52.155.0 | GET /clientdata/ListAudio/waittotap100.mp3 
[11:21:36 8/1/2026] ACCESS | IP=1.52.155.0 | GET /clientdata/ListVideo/loginvideo.mp4 
[11:21:36 8/1/2026] ACCESS | IP=1.52.155.0 | GET /clientdata/ListAudio/waittotap100.mp3 
[11:21:36 8/1/2026] ACCESS | IP=1.52.155.0 | GET /clientdata/ListVideo/waittotap.mp4 
[11:21:37 8/1/2026] ACCESS | IP=1.52.155.0 | GET /clientdata/ListVideo/waittotap.mp4 
[11:21:38 8/1/2026] ACCESS | IP=1.52.155.0 | GET /clientdata/ListVideo/waittotap.mp4 
[11:21:39 8/1/2026] ACCESS | IP=1.52.155.0 | GET /clientdata/ListVideo/loginvideo.mp4 
[11:21:39 8/1/2026] ACCESS | IP=1.52.155.0 | GET /clientdata/ListVideo/waittotap.mp4 
[11:21:39 8/1/2026] ACCESS | IP=1.52.155.0 | GET /clientdata/ListVideo/loginvideo.mp4 
[11:21:41 8/1/2026] ACCESS | IP=1.52.155.0 | GET /clientdata/a%20simple,%20modern%20mus%20(1).ico 
[11:25:18 8/1/2026] ACCESS | IP=1.52.155.0 | GET / 
[11:25:19 8/1/2026] ACCESS | IP=1.52.155.0 | GET /clientdata/ListVideo/waittotap.mp4 
[11:25:19 8/1/2026] ACCESS | IP=1.52.155.0 | GET /login_animation.css 
[11:25:19 8/1/2026] ACCESS | IP=1.52.155.0 | GET /clientdata/ListAudio/waittotap100.mp3 
[11:25:19 8/1/2026] ACCESS | IP=1.52.155.0 | GET /login_animation.js 
[11:25:19 8/1/2026] ACCESS | IP=1.52.155.0 | GET /clientdata/ListVideo/clicked.mp4 
[11:25:20 8/1/2026] ACCESS | IP=1.52.155.0 | GET /clientdata/ListVideo/loginvideo.mp4 
[11:25:20 8/1/2026] ACCESS | IP=1.52.155.0 | GET /clientdata/ListAudio/waittotap100.mp3 
[11:25:20 8/1/2026] ACCESS | IP=1.52.155.0 | GET /clientdata/ListVideo/loginvideo.mp4 
[11:25:20 8/1/2026] ACCESS | IP=1.52.155.0 | GET /clientdata/ListVideo/waittotap.mp4 
[11:25:20 8/1/2026] ACCESS | IP=1.52.155.0 | GET /clientdata/ListVideo/waittotap.mp4 
[11:25:20 8/1/2026] ACCESS | IP=1.52.155.0 | GET /clientdata/ListVideo/loginvideo.mp4 
[11:25:20 8/1/2026] ACCESS | IP=1.52.155.0 | GET /clientdata/ListVideo/waittotap.mp4 
[11:25:21 8/1/2026] ACCESS | IP=1.52.155.0 | GET /clientdata/a%20simple,%20modern%20mus%20(1).ico 
[11:25:21 8/1/2026] ACCESS | IP=1.52.155.0 | GET /clientdata/ListVideo/waittotap.mp4 
[11:26:06 8/1/2026] ACCESS | IP=1.52.155.0 | GET /clientdata/ListVideo/waittotap.mp4 
[11:26:40 8/1/2026] ACCESS | IP=1.52.155.0 | GET /clientdata/ListVideo/waittotap.mp4 
[11:26:41 8/1/2026] ACCESS | IP=1.52.155.0 | GET /phatmedia.html 
[11:26:42 8/1/2026] ACCESS | IP=1.52.155.0 | GET /clientdata/ListVideo/waittotap.mp4 
[11:26:42 8/1/2026] ACCESS | IP=1.52.155.0 | GET /scriptB.js 
[11:26:42 8/1/2026] ACCESS | IP=1.52.155.0 | GET /clientdata/ListVideo/colombina.mp4 
[11:26:42 8/1/2026] ACCESS | IP=1.52.155.0 | GET /style.css 
[11:26:42 8/1/2026] ACCESS | IP=1.52.155.0 | GET /script.js 
[11:26:42 8/1/2026] ACCESS | IP=1.52.155.0 | GET /pentals.js 
[11:26:42 8/1/2026] ACCESS | IP=1.52.155.0 | GET /clientdata/Listphotos/day%205-12-2025%20at%2014_55_49%20nghi%C3%A8nifai.jpeg 
[11:26:43 8/1/2026] ACCESS | IP=1.52.155.0 | GET /dataesp 
[11:26:43 8/1/2026] ACCESS | IP=1.52.155.0 | GET /songlist 
[11:26:44 8/1/2026] ACCESS | IP=1.52.155.0 | GET /clientdata/ListMP3/feliznavidaremix.mp3 
[11:26:44 8/1/2026] ACCESS | IP=1.52.155.0 | GET /video-short 
[11:26:44 8/1/2026] ACCESS | IP=1.52.155.0 | GET /videoshort/day%2012-11-2025%20at%208_46_25%20Emcuangayhomqua.mp4 
[11:26:49 8/1/2026] ACCESS | IP=1.52.155.0 | GET /videoshort/day%2020-11-2025%20at%2022_3_42%20Cyrene_short.mp4 
[11:26:52 8/1/2026] ACCESS | IP=1.52.155.0 | GET /videoshort/day%2025-11-2025%20at%2012_50_47%20nh%E1%BB%9B%20v%E1%BB%81%20em.mp4 
[11:27:09 8/1/2026] ACCESS | IP=113.185.44.9 | GET / 
[11:27:09 8/1/2026] ACCESS | IP=113.185.44.9 | GET /clientdata/ListAudio/waittotap100.mp3 
[11:27:09 8/1/2026] ACCESS | IP=113.185.44.9 | GET /clientdata/ListVideo/waittotap.mp4 
[11:27:09 8/1/2026] ACCESS | IP=113.185.44.9 | GET /clientdata/ListVideo/clicked.mp4 
[11:27:10 8/1/2026] ACCESS | IP=113.185.44.9 | GET /clientdata/ListAudio/waittotap100.mp3 
[11:27:10 8/1/2026] ACCESS | IP=113.185.44.9 | GET /clientdata/ListVideo/waittotap.mp4 
[11:27:10 8/1/2026] ACCESS | IP=113.185.44.9 | GET /login_animation.js 
[11:27:10 8/1/2026] ACCESS | IP=113.185.44.9 | GET /login_animation.css 
[11:27:10 8/1/2026] ACCESS | IP=113.185.44.9 | GET /clientdata/ListVideo/waittotap.mp4 
[11:27:10 8/1/2026] ACCESS | IP=113.185.44.9 | GET /clientdata/ListVideo/loginvideo.mp4 
[11:27:10 8/1/2026] ACCESS | IP=113.185.44.9 | GET /clientdata/ListVideo/waittotap.mp4 
[11:27:10 8/1/2026] ACCESS | IP=113.185.44.9 | GET /clientdata/ListAudio/waittotap100.mp3 
[11:27:10 8/1/2026] ACCESS | IP=113.185.44.9 | GET /clientdata/ListVideo/loginvideo.mp4 
[11:27:10 8/1/2026] ACCESS | IP=113.185.44.9 | GET /clientdata/ListVideo/loginvideo.mp4 
[11:27:11 8/1/2026] ACCESS | IP=113.185.44.9 | GET /clientdata/ListVideo/waittotap.mp4 
[11:27:11 8/1/2026] ACCESS | IP=113.185.44.9 | GET /clientdata/ListVideo/waittotap.mp4 
[11:27:11 8/1/2026] ACCESS | IP=113.185.44.9 | GET /clientdata/ListVideo/clicked.mp4 
[11:27:12 8/1/2026] ACCESS | IP=113.185.44.9 | GET /clientdata/ListVideo/waittotap.mp4 
[11:27:12 8/1/2026] ACCESS | IP=113.185.44.9 | GET /clientdata/ListVideo/clicked.mp4 
[11:27:12 8/1/2026] ACCESS | IP=113.185.44.9 | GET /clientdata/ListVideo/loginvideo.mp4 
[11:27:13 8/1/2026] ACCESS | IP=113.185.44.9 | GET /clientdata/ListAudio/waittotap100.mp3 
[11:27:13 8/1/2026] ACCESS | IP=113.185.44.9 | GET /clientdata/ListVideo/loginvideo.mp4 
[11:27:28 8/1/2026] ACCESS | IP=113.185.44.9 | GET /clientdata/ListVideo/waittotap.mp4 
[11:27:28 8/1/2026] ACCESS | IP=113.185.44.9 | GET /clientdata/ListVideo/waittotap.mp4 
[11:27:33 8/1/2026] ACCESS | IP=113.185.44.9 | GET /phatmedia.html 
[11:27:34 8/1/2026] ACCESS | IP=113.185.44.9 | GET /clientdata/ListVideo/colombina.mp4 
[11:27:34 8/1/2026] ACCESS | IP=113.185.44.9 | GET /script.js 
[11:27:34 8/1/2026] ACCESS | IP=113.185.44.9 | GET /clientdata/Listphotos/day%205-12-2025%20at%2014_55_49%20nghi%C3%A8nifai.jpeg 
[11:27:34 8/1/2026] ACCESS | IP=113.185.44.9 | GET /pentals.js 
[11:27:34 8/1/2026] ACCESS | IP=113.185.44.9 | GET /scriptB.js 
[11:27:34 8/1/2026] ACCESS | IP=113.185.44.9 | GET /style.css 
[11:27:34 8/1/2026] ACCESS | IP=113.185.44.9 | GET /dataesp 
[11:27:35 8/1/2026] ACCESS | IP=113.185.44.9 | GET /songlist 
[11:27:35 8/1/2026] ACCESS | IP=113.185.44.9 | GET /clientdata/ListMP3/lulaby2.mp3 
[11:27:35 8/1/2026] ACCESS | IP=113.185.44.9 | GET /video-short 
[11:27:35 8/1/2026] ACCESS | IP=113.185.44.9 | GET /videoshort/yosuaheyheyhey.mp4 
[11:27:37 8/1/2026] ACCESS | IP=113.185.44.9 | GET /clientdata/ListMP3/lulaby2.mp3 
[11:29:56 8/1/2026] ACCESS | IP=113.185.44.9 | GET /phatmedia.html 
[11:29:57 8/1/2026] ACCESS | IP=113.185.44.9 | GET /script.js 
[11:29:57 8/1/2026] ACCESS | IP=113.185.44.9 | GET /clientdata/ListVideo/colombina.mp4 
[11:29:57 8/1/2026] ACCESS | IP=113.185.44.9 | GET /scriptB.js 
[11:29:57 8/1/2026] ACCESS | IP=113.185.44.9 | GET /style.css 
[11:29:57 8/1/2026] ACCESS | IP=113.185.44.9 | GET /clientdata/Listphotos/day%205-12-2025%20at%2014_55_49%20nghi%C3%A8nifai.jpeg 
[11:29:57 8/1/2026] ACCESS | IP=113.185.44.9 | GET /pentals.js 
[11:29:58 8/1/2026] ACCESS | IP=113.185.44.9 | GET /songlist 
[11:29:58 8/1/2026] ACCESS | IP=113.185.44.9 | GET /clientdata/ListMP3/lovestory.mp3 
[11:29:58 8/1/2026] ACCESS | IP=113.185.44.9 | GET /video-short 
[11:29:58 8/1/2026] ACCESS | IP=113.185.44.9 | GET /dataesp 
[11:29:58 8/1/2026] ACCESS | IP=113.185.44.9 | GET /videoshort/gladiatorxnowwearefree.mp4 
[11:29:58 8/1/2026] ACCESS | IP=113.185.44.9 | GET /clientdata/a%20simple,%20modern%20mus%20(1).ico 
[11:30:19 8/1/2026] ACCESS | IP=113.185.44.9 | GET /videoshort/hoahuongduong.mp4 
[17:19:46 8/1/2026] ACCESS | IP=127.0.0.1 | GET / 
[17:19:46 8/1/2026] ACCESS | IP=127.0.0.1 | GET /login_animation.js 
[17:19:46 8/1/2026] ACCESS | IP=127.0.0.1 | GET /login_animation.css 
[17:19:46 8/1/2026] ACCESS | IP=127.0.0.1 | GET /clientdata/ListVideo/loginvideo.mp4 
[17:19:46 8/1/2026] ACCESS | IP=127.0.0.1 | GET /clientdata/ListVideo/waittotap.mp4 
[17:19:46 8/1/2026] ACCESS | IP=127.0.0.1 | GET /clientdata/ListVideo/clicked.mp4 
[17:19:46 8/1/2026] ACCESS | IP=127.0.0.1 | GET /clientdata/ListAudio/waittotap100.mp3 
[17:19:46 8/1/2026] ACCESS | IP=127.0.0.1 | GET /clientdata/ListVideo/waittotap.mp4 
[17:19:46 8/1/2026] ACCESS | IP=127.0.0.1 | GET /clientdata/ListVideo/loginvideo.mp4 
[17:19:46 8/1/2026] ACCESS | IP=127.0.0.1 | GET /clientdata/ListAudio/waittotap100.mp3 
[17:19:46 8/1/2026] ACCESS | IP=127.0.0.1 | GET /clientdata/ListVideo/waittotap.mp4 
[17:19:46 8/1/2026] ACCESS | IP=127.0.0.1 | GET /clientdata/ListVideo/loginvideo.mp4 
[17:19:46 8/1/2026] ACCESS | IP=127.0.0.1 | GET /clientdata/ListVideo/waittotap.mp4 
[17:19:46 8/1/2026] ACCESS | IP=127.0.0.1 | GET /clientdata/ListVideo/loginvideo.mp4 
[17:19:49 8/1/2026] ACCESS | IP=127.0.0.1 | GET /login_animation.css 
[17:19:49 8/1/2026] ACCESS | IP=127.0.0.1 | GET /.well-known/appspecific/com.chrome.devtools.json 
[17:22:56 8/1/2026] ACCESS | IP=127.0.0.1 | GET / 
[17:22:56 8/1/2026] ACCESS | IP=127.0.0.1 | GET /login_animation.css 
[17:22:56 8/1/2026] ACCESS | IP=127.0.0.1 | GET /login_animation.js 
[17:22:56 8/1/2026] ACCESS | IP=127.0.0.1 | GET /clientdata/ListVideo/loginvideo.mp4 
[17:22:56 8/1/2026] ACCESS | IP=127.0.0.1 | GET /clientdata/ListVideo/waittotap.mp4 
[17:22:56 8/1/2026] ACCESS | IP=127.0.0.1 | GET /clientdata/ListVideo/clicked.mp4 
[17:22:56 8/1/2026] ACCESS | IP=127.0.0.1 | GET /clientdata/ListAudio/waittotap100.mp3 
[17:22:56 8/1/2026] ACCESS | IP=127.0.0.1 | GET /clientdata/ListAudio/waittotap100.mp3 
[17:22:56 8/1/2026] ACCESS | IP=127.0.0.1 | GET /clientdata/ListAudio/waittotap100.mp3 
[17:22:56 8/1/2026] ACCESS | IP=127.0.0.1 | GET /clientdata/ListVideo/waittotap.mp4 
[17:22:56 8/1/2026] ACCESS | IP=127.0.0.1 | GET /clientdata/ListVideo/loginvideo.mp4 
[17:22:56 8/1/2026] ACCESS | IP=127.0.0.1 | GET /clientdata/ListVideo/waittotap.mp4 
[17:22:56 8/1/2026] ACCESS | IP=127.0.0.1 | GET /clientdata/ListVideo/loginvideo.mp4 
[17:22:56 8/1/2026] ACCESS | IP=127.0.0.1 | GET /clientdata/ListVideo/waittotap.mp4 
[17:22:56 8/1/2026] ACCESS | IP=127.0.0.1 | GET /clientdata/ListVideo/waittotap.mp4 
[17:22:56 8/1/2026] ACCESS | IP=127.0.0.1 | GET /clientdata/ListVideo/waittotap.mp4 
[17:22:56 8/1/2026] ACCESS | IP=127.0.0.1 | GET /clientdata/ListVideo/waittotap.mp4 
[17:22:57 8/1/2026] ACCESS | IP=127.0.0.1 | GET /clientdata/ListVideo/loginvideo.mp4 
[17:25:23 8/1/2026] ACCESS | IP=127.0.0.1 | GET / 
[17:25:23 8/1/2026] ACCESS | IP=127.0.0.1 | GET /login_animation.js 
[17:25:23 8/1/2026] ACCESS | IP=127.0.0.1 | GET /login_animation.css 
[17:25:23 8/1/2026] ACCESS | IP=127.0.0.1 | GET /clientdata/a%20simple,%20modern%20mus%20(1).ico 
[17:36:37 8/1/2026] ACCESS | IP=127.0.0.1 | GET / 
[17:36:37 8/1/2026] ACCESS | IP=127.0.0.1 | GET /login_animation.js 
[17:36:37 8/1/2026] ACCESS | IP=127.0.0.1 | GET /login_animation.css 
[17:40:37 8/1/2026] ACCESS | IP=127.0.0.1 | GET / 
[17:40:37 8/1/2026] ACCESS | IP=127.0.0.1 | GET /login_animation.js 
[17:40:37 8/1/2026] ACCESS | IP=127.0.0.1 | GET /login_animation.css 
[17:40:37 8/1/2026] ACCESS | IP=127.0.0.1 | GET /clientdata/ListVideo/loginvideo.mp4 
[17:40:37 8/1/2026] ACCESS | IP=127.0.0.1 | GET /clientdata/ListVideo/waittotap.mp4 
[17:40:37 8/1/2026] ACCESS | IP=127.0.0.1 | GET /clientdata/ListVideo/clicked.mp4 
[17:40:37 8/1/2026] ACCESS | IP=127.0.0.1 | GET /clientdata/ListAudio/waittotap100.mp3 
[17:40:37 8/1/2026] ACCESS | IP=127.0.0.1 | GET /clientdata/ListVideo/waittotap.mp4 
[17:40:37 8/1/2026] ACCESS | IP=127.0.0.1 | GET /clientdata/ListVideo/loginvideo.mp4 
[17:40:37 8/1/2026] ACCESS | IP=127.0.0.1 | GET /clientdata/ListVideo/waittotap.mp4 
[17:40:37 8/1/2026] ACCESS | IP=127.0.0.1 | GET /clientdata/ListAudio/waittotap100.mp3 
[17:40:37 8/1/2026] ACCESS | IP=127.0.0.1 | GET /clientdata/ListVideo/waittotap.mp4 
[17:40:37 8/1/2026] ACCESS | IP=127.0.0.1 | GET /clientdata/ListVideo/loginvideo.mp4 
[17:40:37 8/1/2026] ACCESS | IP=127.0.0.1 | GET /clientdata/ListVideo/waittotap.mp4 
[17:40:37 8/1/2026] ACCESS | IP=127.0.0.1 | GET /clientdata/ListAudio/waittotap100.mp3 
